0,1
tt3236976,"[('Jonathan Bennett', '1981', ['Reparto', 'Producción', 'Dirección'], ['Chicas malas', 'La chica invisible', 'La casa de Navidad'], ['Palm Beach International Film Festival 2003 Ganador Best Actor Season of Youth', 'Teen Choice Awards 2004 Nominado Teen Choice Award Choice Movie Chemistry Chicas malas Compartido con: Lindsay Lohan 2004 Nominado Teen Choice Award Choice Breakout Movie Star - Male Chicas malas', 'Action on Film International Film Festival, USA 2013 Ganador AOF/WAB Award Outstanding Cast Performance Police Guys Compartido con: Jon Lee Brody · Stephen Kramer Glickman · Lester Speight · Shawna Waldron · Lisa Catara · · · · · · · · · · ·', 'Los Angeles International Underground Film Festival 2013 Nominado LAIUFF Award Best Actor Misogynist', 'North Hollywood Cinefest 2020 Nominado Festival Award Best Actor Take Me to Tarzana']), ('Talulah Riley', '1985', ['Reparto', 'Dirección', 'Guion'], ['Pride & Prejudice (Orgullo y prejuicio', 'Westworld', 'Origen'], ['Edinburgh International Film Festival 2015 Nominado Audience Award Scottish Mussel', 'Screen Actors Guild Awards 2017 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Westworld Compartido con: Ben Barnes · Ingrid Bolsø Berdal · Ed Harris · Luke Hemsworth · Anthony Hopkins · Sidse Babett Knudsen · · · · · · · · · ·', 'Garden State Film Festival 2019 Ganador Festival Award Best Supporting Actress - Feature Film El último testigo', 'Phoenix Film Critics Society Awards 2010 Nominado PFCS Award Best Ensemble Acting Origen Compartido con: Ken Watanabe · Leonardo DiCaprio · Joseph Gordon-Levitt · Tom Hardy · Elliot Page · Cillian Murphy · · · · · ·', 'Central Ohio Film Critics Association 2011 Nominado COFCA Award Best Ensemble Origen Compartido con: Leonardo DiCaprio · Joseph Gordon-Levitt · Tom Hardy · Elliot Page · Ken Watanabe · Cillian Murphy · · · · · ·']), ('Rosa Salazar', '1985', ['Reparto', 'Producción', 'Dirección'], ['Alita: Ángel de combate', 'El corredor del laberinto: Las pruebas', 'El corredor del laberinto: La cura mortal'], ['Imagen Foundation Awards 2019 Nominado Imagen Award Best Actress - Feature Film Alita: Ángel de combate', 'Sundance Film Festival 2017 Nominado Short Film Grand Jury Prize Good Crazy', 'Austin Film Critics Association 2020 Nominado AFCA Award Best Motion Capture/Special Effects Performance Alita: Ángel de combate', 'Washington DC Area Film Critics Association Awards 2019 Nominado WAFCA Award Best Motion Capture Performance Alita: Ángel de combate', 'Twin Cities Film Fest, US 2015 Ganador Breakthrough Achievement Award Performance Night Owls']), ('Samuel Hunt', '1986', ['Reparto', 'Dirección', 'Guion'], ['Submerged', 'Invencible (Unbroken - parte 2', 'La casa del terror (Haunt'], 'NULL'), ('Cody Christian', '1995', ['Reparto', 'Producción', 'Banda sonora'], ['Los sustitutos', 'Los muertos del hambre', 'Final Fantasy VII Remake'], 'NULL'), ('Giles Matthey', '1987', ['Reparto', 'Reparto'], ['Jobs', ""Le Mans '66"", '24: Vive otro día'], 'NULL'), ('Denzel Whitaker', '1990', ['Reparto', 'Dirección', 'Edición'], ['El gran debate', 'Black Panther', 'Training Day (Día de entrenamiento'], 'NULL'), ('Willa Ford', '1981', ['Reparto', 'Composición', 'Guion'], ['Viernes 13', 'Universal Squadrons', 'Undercover brother (El hermano secreto'], 'NULL'), ('Mario Van Peebles', '1957', ['Reparto', 'Dirección', 'Producción'], [""How to Get the Man's Foot Outta Your Ass"", 'El sargento de hierro', 'Tiburón, la venganza'], ['Directors Guild of America, USA 1991 Nominado DGA Award Outstanding Directorial Achievement in Dramatic Shows - Daytime CBS Schoolbreak Special For episode ""Malcolm Takes a Shot"".', ""Gijón International Film Festival 2004 Nominado Grand Prix Asturias Best Feature How to Get the Man's Foot Outta Your Ass"", 'Image Awards (NAACP) 2022 Nominado Image Award Outstanding Directing in a Television Movie or Special Salt-N-Pepa 2017 Nominado Image Award Outstanding Directing in a Motion Picture (Television) Raíces Episode: ""Part 2 (2016)"" 2013 Nominado Image Award Outstanding Directing in a Drama Series Boss For episode ""Backflash"" 2005 Nominado Image Award Outstanding Actor in a Motion Picture How to Get the Man\'s Foot Outta Your Ass 2002 Nominado Image Award Outstanding Supporting Actor in a Motion Picture Ali 1 más', ""Film Independent Spirit Awards 2005 Nominado Independent Spirit Award Best Feature How to Get the Man's Foot Outta Your Ass 2005 Nominado Independent Spirit Award Best Director How to Get the Man's Foot Outta Your Ass 2005 Nominado Independent Spirit Award Best Screenplay How to Get the Man's Foot Outta Your Ass Compartido con: Dennis Haggerty"", 'Locarno International Film Festival 1995 Ganador Silver Leopard Panther 1995 Ganador Prize of the Ecumenical Jury - Special Mention Panther 1995 Nominado Golden Leopard Panther']), ('Tim Daly', '1956', ['Reparto', 'Producción', 'Dirección'], ['Basic', 'El fugitivo'], ['Daytime Emmy Awards 2006 Nominado Daytime Emmy Outstanding Performer in a Children/Youth/Family Special Edge of America For playing: ""Leroy McKinney"".', 'Primetime Emmy Awards 2007 Nominado Primetime Emmy Outstanding Guest Actor in a Drama Series Los Soprano For playing ""J.T. Dolan"".', 'Satellite Awards 2001 Ganador Golden Satellite Award Best Performance by an Actor in a Series, Drama El fugitivo. La caza continúa', 'Razzie Awards 1996 Nominado Razzie Award Worst Screen Couple Dr. Jekyll y Miss. Hyde Compartido con: Sean Young', 'Screen Actors Guild Awards 2001 Nominado Actor Outstanding Performance by a Male Actor in a Drama Series El fugitivo. La caza continúa'])]"
tt13061874,"[('Vincent Ticali', '1960', ['Reparto', 'Reparto'], ['All the Little Things We Kill', 'The Blacklist', 'Blindspot'], ['Accolade Competition 2024 Ganador Award of Merit Special Mention Short Film Through the Modern Looking Glass Compartido con: Christina Renee · Jam Murphy · Polly Kreisman · Joaquín Pittaluga · Diletta Guglielmi · Christopher Alexander Chukwueke · · · · · · · ·', ""Manhattan Film Festival 2023 Ganador Best Cast - Short Best Cast Aaron with 2 A's Compartido con: Steve Lichtenstein · Pamela Jayne Morgan · Anthony Robert Grasso · Mark Resnik · Devi Morgan · · · ·"", 'Best Shorts Competition 2024 Ganador Award of Excellence Ensemble Cast Through the Modern Looking Glass Compartido con: Christina Renee · Jam Murphy · Luciana VanDette · Daniel Rios Jr. · Polly Kreisman · Julianna Zinkel · · · ·', 'Chelsea Film Festival 2017 Nominado Festival Award Best Short Film Tu Me Manque Compartido con: Stefano Da Fre · Laura Pellegrini · Brandon Delosreyes · Dejun Wong · Krysia Carter-Giez · Iorgo Papoutsas · · · · ·', 'Silk Road International Film Festival Ireland 2018 Ganador Festival Prize Best International Short Film Tu Me Manque Compartido con: Stefano Da Fre · Laura Pellegrini · Brandon Delosreyes · Dejun Wong · Krysia Carter-Giez · Iorgo Papoutsas · · · · ·']), ('Aoife Williamson', 'NULL', ['Reparto', 'Producción', 'Equipos adicionales'], ['su papel en Work', 'The Single Man', 'Proslogion'], 'NULL'), ('Jeffrey Fuller', 'NULL', ['Reparto', 'Reparto'], ['su papel en Deviant in Blue, Ley y orden', 'Work'], 'NULL'), ('Krystal Renée', 'NULL', ['Reparto', 'Reparto'], ['su papel en Julie entre bambalinas', 'Work'], 'NULL'), ('DMac Burns', 'NULL', ['Reparto', 'Composición', 'Reparto'], ['su papel en Work'], 'NULL')]"
tt12385404,"[('Sung Ho Park', 'NULL', ['Reparto', 'Dirección', 'Reparto'], ['su papel en Uncharted: Riches of Tyranny (Fan Film', 'Gun Mountain y Me and the Boys'], 'NULL'), ('Tony Winkler', 'NULL', ['Reparto', 'Reparto'], ['su papel en Me and the Boys'], 'NULL'), ('Roger Montero', 'NULL', ['Reparto', 'Reparto'], ['su papel en Gun Mountain y Me and the Boys'], 'NULL'), ('Andrew Siaterlis', 'NULL', ['Reparto', 'Dirección', 'Guion'], [""su papel en Me and the Boys, Gun Mountain y Uncharted 2: Leif's Deception (Fan Film""], 'NULL'), ('Skyler Leming', 'NULL', ['Reparto', 'Reparto'], [""su papel en Me and the Boys, Uncharted 2: Leif's Deception (Fan Film"", ""Uncharted 3: Drake's Legacy (Fan Film""], 'NULL'), ('Nathan Edwards', 'NULL', ['Reparto', 'Reparto'], ['su papel en Me and the Boys'], 'NULL'), ('Joseph Watson', 'NULL', ['Reparto', 'Guion', 'Reparto'], ['su papel en Me and the Boys'], 'NULL'), ('Shane Hansen', 'NULL', ['Reparto', 'Guion', 'Dirección'], [""su papel en Uncharted 2: Leif's Deception (Fan Film"", 'Uncharted: Riches of Tyranny (Fan Film', 'Me and the Boys'], 'NULL'), ('Jayson Geveshausen', 'NULL', ['Reparto', 'Reparto'], ['su papel en Me and the Boys'], 'NULL')]"
tt12605454,"[('Aimee Theresa', 'NULL', ['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección'], 'NULL', ['Media Film Festival, US 2024 Ganador Jury Award Golden Trolley Award for Outstanding Achievement The Woman in the Room Compartido con: Nicholas T. Peetros · Danny Donnelly · Eric Crist · Susan Moses · Brian Anthony Wilson', 'IndieFEST Film Awards 2021 Ganador Award of Excellence Best Film The Arrangement Compartido con: Jake Hunsicker · Andrew Hunsicker · Melissa Hunsicker · Danny Donnelly · Jennifer M. Kay', 'Independent Horror Movie Awards 2023 Ganador Winter Award Best Writing The Woman in the Room 2023 Nominado Winter Award Best Short The Woman in the Room Compartido con: Nicholas T. Peetros · Danny Donnelly', 'Paris Play Film Festival 2021 Nominado Festival Prize Best Feature Film The Arrangement Compartido con: Jake Hunsicker · Andrew Hunsicker · Melissa Hunsicker · Danny Donnelly · Jennifer M. Kay', 'The Indie Gathering International Film Festival. 2020 Nominado Festival Prize Best Supporting Actress Viscera']), ('Jennifer M. Kay', 'NULL', ['Reparto', 'Producción', 'Dirección'], ['su papel en Last Known Location', 'Certifiable', 'The Arrangement'], ['IndieFEST Film Awards 2021 Ganador Award of Excellence Best Film The Arrangement Compartido con: Jake Hunsicker · Andrew Hunsicker · Melissa Hunsicker · Danny Donnelly · Aimee Theresa', 'Paris Play Film Festival 2021 Nominado Festival Prize Best Feature Film The Arrangement Compartido con: Jake Hunsicker · Andrew Hunsicker · Melissa Hunsicker · Danny Donnelly · Aimee Theresa', 'Golden Lemur International Film Festival 2022 Nominado May Award Best Producer The Arrangement Compartido con: Andrew Hunsicker · Jake Hunsicker · Melissa Hunsicker · Danny Donnelly · Aimee Theresa', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']), ('Annie Raczko', 'NULL', ['Reparto', 'Equipos adicionales', 'Reparto'], ['su papel en Battle', 'Road Rage', 'Cheat-hos: A Political Comedy'], 'NULL'), ('Andrew Hunsicker', 'NULL', ['Reparto', 'Producción', 'Guion'], ['su papel en House of Cards', 'The Arrangement', 'Habemus Papam: Una historia de poder'], ['Best Shorts Competition 2023 Ganador Award of Excellence Ensemble Cast Meatloaf and Pie at the Sunset Cafe Compartido con: Dax Richardson · Sophia Lucia Parola · Glen Macnow · Jake Hunsicker', 'IndieFEST Film Awards 2024 Ganador Award of Merit Special Mention Best Ensemble Cast Meatloaf and Pie at the Sunset Cafe Compartido con: Dax Richardson · Sophia Lucia Parola · Jake Hunsicker · Glen Macnow 2021 Ganador Award of Excellence Best Film The Arrangement Compartido con: Jake Hunsicker · Melissa Hunsicker · Danny Donnelly · Aimee Theresa · Jennifer M. Kay', 'Paris Play Film Festival 2021 Nominado Festival Prize Best Feature Film The Arrangement Compartido con: Jake Hunsicker · Melissa Hunsicker · Danny Donnelly · Aimee Theresa · Jennifer M. Kay', 'Golden Lemur International Film Festival 2022 Nominado May Award Best Producer The Arrangement Compartido con: Jake Hunsicker · Melissa Hunsicker · Jennifer M. Kay · Danny Donnelly · Aimee Theresa', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Frank Williams', 'NULL', ['Reparto', 'Producción', 'Dirección'], ['su papel en El fenómeno Cazafantasmas', 'I Am Santa Claus', 'Mancation'], 'NULL'), ('Melissa Hunsicker', 'NULL', ['Producción', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección'], ['su papel en The Arrangement', 'Dead by Noon', 'Post Hit Measures'], ['IndieFEST Film Awards 2021 Ganador Award of Excellence Best Film The Arrangement Compartido con: Jake Hunsicker · Andrew Hunsicker · Danny Donnelly · Aimee Theresa · Jennifer M. Kay', 'Paris Play Film Festival 2021 Nominado Festival Prize Best Feature Film The Arrangement Compartido con: Jake Hunsicker · Andrew Hunsicker · Danny Donnelly · Aimee Theresa · Jennifer M. Kay', 'Golden Lemur International Film Festival 2022 Nominado May Award Best Producer The Arrangement Compartido con: Andrew Hunsicker · Jake Hunsicker · Jennifer M. Kay · Danny Donnelly · Aimee Theresa', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']), ('Cornelius Bass', 'NULL', ['Reparto', 'Reparto'], ['su papel en Something Borrowed'], 'NULL'), ('Matthew Brady', 'NULL', ['Reparto', 'Reparto'], ['su papel en Something Borrowed'], 'NULL'), ('Gregory Scott Campbell', 'NULL', ['Reparto', 'Reparto'], ['su papel en Something Borrowed'], 'NULL')]"
tt10493472,"[('Ste Bergin', '1997', ['Reparto', 'Producción', 'Dirección'], ['A Manchester Story', 'Anne Droid y Revolution C'], 'NULL'), ('Pete Garvey', 'NULL', ['Reparto', 'Casting', 'Equipos adicionales'], ['su papel en Ammonium Nitrate', 'Tomorrow at Noon', 'Zombie Cats on Mars: Life on Mars Parody'], 'NULL'), ('Elle Finch', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ammonium Nitrate'], 'NULL'), ('Sean McLaughlin', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ammonium Nitrate'], 'NULL'), ('Jake Thomas Owens', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ammonium Nitrate', 'Levelling the Score'], 'NULL'), ('James Gleave', 'NULL', ['Dirección', 'Guion', 'Edición'], ['su papel en Ammonium Nitrate', 'DwP&Me'], 'NULL'), ('Drew Jenkinson', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ammonium Nitrate', 'Hollyoaks', 'Levelling the Score'], 'NULL'), ('Michael L. Knight', 'NULL', ['Reparto', 'Reparto'], ['su papel en Corruption II', 'Ammonium Nitrate'], 'NULL'), ('Adam Ahmed', 'NULL', ['Reparto', 'Reparto'], ['su papel en Ammonium Nitrate', 'Guilty Pleasures (POC'], 'NULL')]"
tt1232828,"[('Vida Guerra', '1974', ['Reparto', 'Reparto'], ['CHiPs: Loca patrulla motorizada', 'Mercy for Angels', 'Scarface: The World Is Yours'], 'NULL'), ('Emilio Rivera', '1961', ['Reparto', 'Equipos adicionales', 'Producción'], ['Hijos de la anarquía', 'Mayans M'], ['Imagen Foundation Awards 2023 Nominado Imagen Award Best Supporting Actor - Drama (Television) Mayans M.C.', 'SoCal Independent Film Festival 2014 Nominado SoCal IFF Award Best Actor Sins of the Father 2014 Nominado Best Actor Sins of the Father', 'DOC LA 2018 Ganador DOC LA Award DOC LA Storyteller Award Soul of Lincoln Heights', 'Vancouver Badass Film Festival 2018 Nominado Badass Best Actor Badsville', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('John Amos', '1939', ['Reparto', 'Guion', 'Producción'], ['El príncipe de Zamunda', 'Encerrado', 'Good Times'], ['CableACE Awards 1993 Nominado CableACE Actor in a Dramatic Series Without a Pass Televised as ""Showtime 30-Minute Movie: Without a Pass""', 'Primetime Emmy Awards 1977 Nominado Primetime Emmy Outstanding Lead Actor for a Single Appearance in a Drama or Comedy Series Raíces For playing ""Toby"". For episode: ""Part V"".', 'Image Awards (NAACP) 1996 Nominado Image Award Outstanding Supporting Actor in a Comedy Series In the House', ""TV Land Awards 2007 Ganador Anniversary Award Raíces For its 30th anniversary. Compartido con: LeVar Burton · Louis Gossett Jr. · Leslie Uggams · Ben Vereen · Todd Bridges · Cicely Tyson · · · 2006 Ganador Impact Award Good Times Compartido con: Ralph Carter · BernNadette Stanis · Jimmie 'JJ' Walker · Ja'net DuBois 2004 Ganador Groundbreaking Show La chica de la tele Compartido con: Mary Tyler Moore · Edward Asner · Valerie Harper · Cloris Leachman · Gavin MacLeod · Betty White"", 'DVD Exclusive Awards 2005 Nominado DVDX Award Best Actor (in a DVD Premiere Movie) The Watermelon Heist']), ('Tai Carlton', 'NULL', ['Reparto', 'Música', 'Reparto'], ['su papel en Mercy for Angels', 'South Park', 'Syphon Gun'], 'NULL'), ('Roberto Sanchez', 'NULL', ['Reparto', 'Producción', 'Dirección'], ['2 Fast 2 Furious: A todo gas 2', 'Black Mafia Family', 'Palm Royale'], ['Imagen Foundation Awards 2019 Nominado Imagen Award Best Short Film The Terms of Us 2015 Nominado Imagen Award Best Actor - Feature Film Lake Los Angeles', 'Santa Clarita International Film Festival 2022 Ganador Acting Award Best Actor Testimony', 'Santa Fe Film Festival 2020 Ganador Best in Latin Cine Best Short Film The Terms of Us', 'WorldFest Houston 2020 Ganador Platinum Remi Award Best Short Film- Dramatic Original The Terms of Us', 'Accolade Competition 2015 Ganador Award of Merit Latino / Hispanic Lake Los Angeles Compartido con: Mike Ott · Atsuko Okatsuka 2015 Ganador Award of Merit Lead Actor Lake Los Angeles']), ('Lawrence Hilton-Jacobs', '1953', ['Reparto', 'Producción', 'Dirección'], ['Los Jackson', 'L'], ['CableACE Awards 1995 Nominado CableACE Performance in a Comedy Special 1995 MTV Movie Awards Compartido con: Danny Bonaduce · Franklin Cover · Frank Gorshin · Robert Hegyes · Sherman Hemsley · Shirley Jones · · · ·', 'Daytime Emmy Awards 2021 Nominado Daytime Emmy Outstanding Lead Actor in a Daytime Fiction Program A House Divided For playing: ""Cameran Sanders"".', 'Image Awards (NAACP) 1993 Nominado Image Award Outstanding Lead Actor in a Drama Series, Mini-Series or Television Movie Los Jackson', 'TV Land Awards 2007 Ganador Anniversary Award Raíces For its 30th anniversary. Compartido con: LeVar Burton · Louis Gossett Jr. · Leslie Uggams · John Amos · Ben Vereen · Todd Bridges · Cicely Tyson · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Nicola Bertram', 'NULL', ['Reparto', 'Reparto'], ['su papel en Para toda la humanidad', 'Bosch: Legacy', 'Hollywood'], 'NULL'), ('Sofie Norman', 'NULL', ['Reparto', 'Reparto'], 'NULL', 'NULL'), ('Angela Pinner', 'NULL', ['Reparto', 'Reparto'], ['su papel en Mercy for Angels', 'Detained in the Desert', 'Hauntsville'], 'NULL')]"
tt10365862,"[('Maya Robinson', 'NULL', ['Reparto', 'Reparto'], ['su papel en Nowhere Boys', 'Bad Mothers', 'Nowhere Boys: The Book of Shadows'], 'NULL'), ('Scott Johnson', 'NULL', ['Reparto', 'Casting', 'Reparto'], ['su papel en El especialista', 'Blue Heelers', 'Vecinos'], 'NULL'), ('Melanie Zanetti', '1985', ['Reparto', 'Reparto'], ['Bluey', 'Head Count', 'De amor y monstruos'], 'NULL'), ('Scarlett Dorrington', 'NULL', ['Reparto', 'Reparto'], ['su papel en Get Krack!n', 'The Sky Is Not Mine y Alba'], 'NULL'), ('Nathalie Santillana', 'NULL', ['Reparto', 'Reparto'], ['su papel en Alba'], 'NULL')]"
tt11924222,[]
tt27042672,"[('Shiva Ayama', 'NULL', ['Reparto', 'Producción', 'Guion'], ['su papel en Checking Out, The Masterpiece', 'Charlie'], 'NULL'), ('Amir Malaklou', '1989', ['Reparto', 'Producción', 'Guion'], ['The Endgame', 'Evil', 'Viper Club'], 'NULL')]"
tt1650461,"[('Crina Semciuc', '1986', ['Reparto', 'Reparto'], ['Oameni de treaba', 'Wilde Maus', 'Selfie'], 'NULL'), ('Diana Gursca', 'NULL', ['Reparto', 'Reparto'], ['su papel en WebSiteStory'], 'NULL'), ('Oreste Alexandru Scarlat Teodorescu', 'NULL', ['Reparto', 'Reparto'], ['su papel en WebSiteStory', 'Eminescu versus Eminem', 'Si caii sunt verzi pe pereti'], 'NULL'), ('Constantin Bojog', 'NULL', ['Reparto', 'Reparto'], ['su papel en 4 meses, 3 semanas, 2 días', 'WebSiteStory', 'Bucuresti NonStop'], 'NULL'), ('Lia Bugnar', '1969', ['Reparto', 'Guion', 'Reparto'], ['Octav', 'Hello! How Are You?', 'La marca del lobo'], ['Accolade Competition 2018 Ganador Award of Merit Special Mention Supporting Actress Octav', 'Festigious International Film Festival 2018 Ganador Festival Award Best Actress Octav', 'Los Angeles Film Awards 2018 Ganador Jury Award Best Supporting Actress Octav', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']), ('Florin Piersic Jr.', '1968', ['Reparto', 'Guion', 'Dirección'], ['Killing Time', 'La protegida', 'Calatoria lui Gruber'], ['Warsaw International Film Festival 2012 Nominado Free Spirit Award Killing Time 2010 Nominado Best Short Killing Time', 'Transilvania International Film Festival 2022 Nominado Romanian Days Award Best Feature Film [Nothing] about Love', 'Gopo Awards, Romania 2015 Ganador Gopo Award Best Actor in a Leading Role Quod erat demonstrandum 2010 Nominado Gopo Award Best Actor in a Leading Role Calatoria lui Gruber', 'NexT International Film Festival 2009 Nominado Festival Award Best script The Drug Dealer 2009 Nominado Festival Award Best Romanian Short The Drug Dealer Compartido con: Vlad Feier · Razvan Marinescu', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']), ('Dragos Bucur', '1977', ['Reparto', 'Producción', 'Agente de talentos'], ['Camino a la libertad', 'Vaya patrulla', 'Hawaii'], ['Berlin International Film Festival 2010 Ganador EFP Shooting Star Romania.', 'Buenos Aires International Festival of Independent Cinema 2010 Ganador Best Actor Politist, adjectiv', 'Romanian Union of Filmmakers 2008 Ganador Romanian Union of Filmmakers Award Best Actor (Premiul pentru interpretare rol principal masculin) Boogie 2003 Ganador Romanian Union of Filmmakers Award Best Actor (Premiul pentru interpretare rol principal masculin) Furia Tied with Alexandru Papadopol for Occident (2002).', 'Tiburon International Film Festival 2019 Ganador Golden Reel Award Best Actor Hawaii', 'Gopo Awards, Romania 2024 Nominado Gopo Award Best Feature Film (Cel mai bun film de lung metraj) MMXX Compartido con: Dorian Boguta · Cristi Puiu · Anca Puiu 2021 Nominado Gopo Award Best Actor in a Supporting Role (Cel mai bun actor într-un rol secundar) Urma 2017 Nominado Gopo Award Best Feature Film (Cel mai bun film de lung metraj) Doua lozuri 2010 Ganador Gopo Award Best Actor in a Leading Role Politist, adjectiv 2009 Ganador Gopo Award Best Actor in a Leading Role Boogie']), ('Serban Ionescu', '1950', ['Reparto', 'Reparto'], ['Maria', 'Padureanca', 'Imposibila iubire'], 'NULL'), ('Cosmin Nedelcu', 'NULL', ['Producción', 'Reparto', 'Guion'], ['su papel en Teambuilding', 'Klaus & Barroso', '5Gang: Un Altfel de Craciun'], 'NULL'), ('Martin Stanciu', 'NULL', ['Reparto', 'Reparto'], ['su papel en WebSiteStory'], 'NULL')]"
tt10069486,"[('Ailish Symons', 'NULL', ['Reparto', 'Producción', 'Dirección'], ['su papel en The Widow', 'Coyote', 'Capture'], 'NULL'), ('Jason Kavan', 'NULL', ['Reparto', 'Reparto'], ['su papel en Emmerdale', 'Nice Mike y The Napoleon Complex'], 'NULL'), ('Alice Baxter', 'NULL', ['Reparto', 'Reparto'], ['su papel en Journey', 'World Business Report'], 'NULL'), ('Javan Hirst', 'NULL', ['Reparto', 'Reparto'], ['su papel en Rey Arturo: La leyenda de Excalibur', 'Nina Forever', 'The Return'], 'NULL')]"
tt19383308,"[('Margarita Abroskina', '1994', ['Reparto', 'Reparto'], ['Dokumentalist'], 'NULL'), ('Mikhail Bashkatov', '1981', ['Producción', 'Reparto', 'Guion'], ['14+', 'Uchilki v zakone', 'Lyubimtsy'], 'NULL'), ('Oleg Chugunov', '2004', ['Reparto', 'Reparto'], ['The Blackout: La invasión', 'Igor Grom contra el Doctor Peste', 'Bender'], 'NULL'), ('Roman Chumakov', '1984', ['Dirección', 'Reparto', 'Guion'], ['Beef'], 'NULL'), ('Aleksey Dmitriev', '1976', ['Reparto', 'Reparto'], ['Zapreshchyonnaya realnost', 'La isla habitada', 'La fortaleza Brest'], 'NULL'), ('Fyodor Dobronravov', '1961', ['Reparto', 'Producción', 'Reparto'], ['Svaty', 'Ot pechali do radosti', 'Zhili-byli'], 'NULL'), ('Ulyana Donskova', 'NULL', ['Reparto', 'Reparto'], ['su papel en Byt', 'Selfi#Selfie', 'Istorik'], 'NULL'), ('Oleg Gaas', '1994', ['Reparto', 'Reparto'], ['Ten'], 'NULL'), ('Dmitriy Gogu', '1996', ['Reparto', 'Reparto'], ['Byt', 'Problemas con suerte', 'Poteryannye'], 'NULL'), ('Yuriy Kasmynin', 'NULL', ['Especialistas', 'Reparto', 'Especialistas'], ['su papel en Sin amor', 'Byt', 'Hacia el lago'], 'NULL')]"
tt1905034,"[('Sandy Jack', 'NULL', ['Reparto', 'Guion', 'Dirección'], ['su papel en Dead City', 'A Life More Ordinary', 'Dead City 2'], 'NULL'), ('Rohan Murphy', 'NULL', ['Sonido', 'Reparto', 'Composición'], ['su papel en Dead City', 'Dead City 2', 'The Bad Superhero'], 'NULL'), ('Stephen Samson', '1982', ['Reparto', 'Dirección', 'Guion'], ['Aquaman y el reino perdido', 'Time Spent', 'Preston Watson the Flying Scotsman'], ['Festival of Fantastic Films, UK 2023 Nominado Best Independent Short Award Best Short Film Time Spent Compartido con: Louis Blain Russell · Eleanor Griffiths · Tiffany Boysell · Danika Fenty · Gwyneth Evans · Rob Hutt', 'Miami Film Festival 2013 Nominado Short Film Award Best Short Film The Bad Superhero Compartido con: Sandy Jack', 'Around International Film Festival 2023 Ganador ARFF Amsterdam Audience Award Time Spent Compartido con: Rob Hutt · Celia Dumas · Louis Blain Russell · Eleanor Griffiths · Tiffany Boysell · Danika Fenty · · 2023 Nominado ARFF Amsterdam BEST ACTRESS & ACTORS AWARD Time Spent Compartido con: Louis Blain Russell', 'South Film and Arts Academy Festival 2023 Ganador Short Film Cast and Crew Award Best Supporting Actor Time Spent', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir'])]"
tt13073642,"[('Stephanie Belding', 'NULL', ['Reparto', 'Cámara y electricidad', 'Banda sonora'], ['Watchmen', 'eXistenZ', 'The void (El vacío'], 'NULL'), ('Steven McCarthy', 'NULL', ['Reparto', 'Guion', 'Producción'], 'NULL', 'NULL'), ('Harmeet Bhatti', 'NULL', ['Reparto', 'Guion', 'Reparto'], [""su papel en Kim's Convenience"", 'Madres trabajadoras', ""Everyone's Leaving Us""], 'NULL'), ('Tamara Almeida', 'NULL', ['Reparto', 'Producción', 'Equipos adicionales'], ['su papel en El escritor fantasma', 'Jane', 'What We Do for Love'], 'NULL'), ('Alyx Melone', 'NULL', ['Reparto', 'Guion', 'Dirección'], ['su papel en Talking Heads', 'Blood Child', 'O Negative'], 'NULL')]"
