"nombre","año_nacimiento","que_hace","conocido_por","premios","ID_IMDB"
"Ed Begley Jr.","1949","['Reparto', 'Producción', 'Dirección']","['Un poderoso viento', 'Superfumados', 'Si la cosa funciona']","['Primetime Emmy Awards 2019 Nominado Primetime Emmy Outstanding Actor in a Short Form Comedy or Drama Series ctrl alt delete For playing: ""Dr. Rosenblatt"". 1988 Nominado Primetime Emmy Outstanding Supporting Actor in a Drama Series Hospital For playing ""Victor Ehrlich"". 1987 Nominado Primetime Emmy Outstanding Supporting Actor in a Drama Series Hospital For playing ""Victor Ehrlich"". 1986 Nominado Primetime Emmy Outstanding Supporting Actor in a Drama Series Hospital For playing ""Victor Ehrlich"". 1985 Nominado Primetime Emmy Outstanding Supporting Actor in a Drama Series Hospital For playing ""Victor Ehrlich"". 2 más', 'Environmental Media Awards, USA 2014 Nominado EMA Award Digital Video On Begley Street Compartido con: Billy Frank · Raphael Sbarge · Rachelle Carson-Begley 2013 Nominado EMA Award Reality Program On Begley Street Compartido con: Billy Frank · Raphael Sbarge · Rachelle Carson-Begley', 'Florida Film Critics Circle Awards 2004 Ganador FFCC Award Best Ensemble Cast Un poderoso viento Compartido con: Bob Balaban · Jennifer Coolidge · Christopher Guest · Laura Harris · John Michael Higgins · Michael Hitchcock · · · · · · · · · · · · · ·', 'Golden Globes, USA 1986 Nominado Golden Globe Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television Hospital', 'Screen Actors Guild Awards 2023 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Better Call Saul Compartido con: Jonathan Banks · Tony Dalton · Giancarlo Esposito · Patrick Fabian · Bob Odenkirk · Rhea Seehorn']","tt11111286"
"Chaz Bono","1969","['Reparto', 'Producción', 'Equipos adicionales']","['American Horror Story', 'Larry David (Curb Your Enthusiasm', 'Belleza y poder']","['Primetime Emmy Awards 2011 Nominado Primetime Emmy Outstanding Nonfiction Special Becoming Chaz Compartido con: Fenton Bailey · Randy Barbato', 'GLAAD Media Awards 2012 Ganador Stephen F. Kolzak Award', 'FANtastic Horror Film Festival, San Diego 2019 Ganador FANtastic Award Best Supporting Actor in a Feature Film Reborn 2019 Nominado FANtastic Award Best Ensemble Cast Reborn Compartido con: Barbara Crampton · Michael Paré · Kayleigh Gilbert · Rae Dawn Chong', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt11111286"
"Shar Jackson","1976","['Reparto', 'Producción', 'Dirección']","['Good Burger', 'Moesha', 'Love & Basketball']","NULL","tt11111286"
"Jessica Belkin","2002","['Reparto', 'Reparto']","['American Horror Story', 'Singing in My Sleep y Hunt Club']","NULL","tt11111286"
"Johnny 'Bananas' Devenanzio","1982","['Reparto', 'Reparto']","['Jay y Bob el silencioso: el reboot', 'The Head Thieves', 'Scream: Killer Party']","NULL","tt11111286"
"Ja Rule","1976","['Music Artist', 'Reparto', 'Producción']","['The Fast and the Furious (A todo gas', 'Scary Movie 3', 'Asalto al distrito 13']","[""BET Awards 2002 Nominado BET Award Coca-Cola Viewers' Choice Award Ja Rule Feat. Ashanti: Always on Time Compartido con: Ashanti 2001 Nominado BET Award Best Male Hip Hop Artist 2001 Ganador BET Award Video of the Year Jennifer Lopez Feat. Ja Rule: I'm Real (Murder Remix) Compartido con: Jennifer Lopez"", 'Grammy Awards 2003 Nominado Grammy Best Rap/Sung Collaboration For the song ""Always On Time"" Compartido con: Ashanti 2002 Nominado Grammy Best Rap Album For the album ""Pain Is Love"" 2002 Nominado Grammy Best Rap Performance by a Duo or Group For ""Put It On Me"" 2002 Nominado Grammy Best Rap/Sung Collaboration For ""Livin\' It Up""', 'Teen Choice Awards 2005 Nominado Teen Choice Award Choice Rap Artist in a Movie Asalto al distrito 13 2003 Nominado Teen Choice Award Choice Music - Male Artist 2003 Nominado Teen Choice Award Choice Music - Rap Artist 2002 Nominado Teen Choice Award Music - Choice Hook Up For the song ""Always On Time"". Compartido con: Ashanti 2002 Nominado Teen Choice Award Music - Choice Single For the song ""Ain\'t It Funny"". Compartido con: Jennifer Lopez 5 más', ""MTV Video Music Awards (VMA) 2002 Nominado VMA Best Hip-Hop Video Ja Rule Feat. Ashanti: Always on Time 2001 Nominado VMA Best Rap Video Ja Rule Feat. Lil' Mo and Vita: Put It on Me"", ""iHeartRadio Much Music Video Awards 2002 Nominado MuchMusic Video Award Best International Video - Artist Ja Rule Feat. Ashanti: Always on Time 2002 Nominado MuchMusic Video Award People's Choice: Favourite International Artist Ja Rule Ft Case: Livin' It Up""]","tt11111286"
"Xavier Samuel","1983","['Reparto', 'Banda sonora', 'Reparto']","['Blonde', 'Corazones de acero', 'La saga Crepúsculo: Eclipse']","['MTV Movie + TV Awards 2011 Ganador MTV Movie Award Best Fight La saga Crepúsculo: Eclipse Edward vs. Riley and Victoria Compartido con: Robert Pattinson · Bryce Dallas Howard 2011 Nominado MTV Movie Award Best Breakout Star La saga Crepúsculo: Eclipse', 'Razzie Awards 2023 Nominado Razzie Award Worst Supporting Actor Blonde', 'Teen Choice Awards 2011 Nominado Teen Choice Award Choice Movie Breakout: Male La saga Crepúsculo: Eclipse', 'Scream Awards 2010 Nominado Scream Award Breakout Performance - Male La saga Crepúsculo: Eclipse', 'Louisiana International Film Festival 2015 Ganador LIFF Award Best Actor Frankenstein']","tt1438173"
"Sharni Vinson","1983","['Reparto', 'Producción', 'Reparto']","['Tú eres el siguiente', 'Step Up 3D', 'Home and Away']","['Logie Awards 2006 Nominado Logie Most Popular New Female Talent Home and Away', 'Fangoria Chainsaw Awards 2014 Nominado Chainsaw Award Best Actress Tú eres el siguiente', 'Austin Fantastic Fest 2011 Ganador Horror Jury Prize Best Horror Actress Tú eres el siguiente', 'Fright Meter Awards 2013 Nominado Fright Meter Award Best Actress Tú eres el siguiente', 'Australian Film Critics Association Awards 2014 Nominado AFCA Award Best Actress Patrick']","tt1438173"
"Adrian Pang","1966","['Reparto', 'Guion', 'Reparto']","['Spy Game (Juego de espías', 'Blackhat: Amenaza en la red', 'Bait (Carnada']","NULL","tt1438173"
"Yuwu Qi","1976","['Reparto', 'Banda sonora', 'Reparto']","['The Home Song Stories', 'C']","NULL","tt1438173"
"Alex Russell","1987","['Reparto', 'Producción', 'Dirección']","['Chronicle', 'Invencible (Unbroken', 'Carrie']","[""Rhode Island International Film Festival 2021 Ganador Alternative Spirit Award First Prize Under My Skin Compartido con: David O'Donnell · Raynen O'Keefe · Carrie Finn · Paul F. Bernard · Chase B. Kenney · Rob Gibson"", ""Santa Monica Film Festival 2015 Ganador Audience Award Best Film Love and Dating in LA! Compartido con: David O'Donnell"", 'WorldFest Houston 2018 Ganador Platinum Remi Award Short Comedy Original Come Correct Compartido con: Dominic Russell', 'Capricorn Film Festival, Australia 2018 Ganador CAPS Open CAPS Open Come Correct Compartido con: Dominic Russell', ""Australian Academy of Cinema and Television Arts (AACTA) Awards 2021 Nominado AACTA Award Best Indie Film Under My Skin Compartido con: David O'Donnell · Raynen O'Keefe · Rob Gibson""]","tt1438173"
"Phoebe Tonkin","1989","['Reparto', 'Dirección', 'Guion']","['Chico come universo', 'Babylon', 'Safe Harbour']","['Australian Film Institute 2008 Nominado AFI Award Best Lead Actress in a Television Drama H2o', 'Northeast Film Festival, US 2017 Nominado Festival Award Best Actress in a Short Film Cul-de-Sac', 'Hang Onto Your Shorts Film Festival, NJ 2017 Nominado Festival Award Best Actress in a Short Film (Medium) Cul-de-Sac', 'The Equity Ensemble Awards 2019 Nominado The Equity Award Outstanding Performance by an Ensemble in a Mini-series or Telemovie Safe Harbour Compartido con: Ewen Leslie · Leeanna Walsman · Joel Jackson · Hazem Shammas · Nicole Chamoun · Jacqueline McKenzie · · · · · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt1438173"
"Martin Sacks","1959","['Reparto', 'Dirección', 'Guion']","['Blue Heelers', 'Prisión Wentworth', 'La verdad']","NULL","tt1438173"
"Alice Parkinson","NULL","['Reparto', 'Reparto']","['X-Men orígenes: Lobezno', 'El santuario (Sanctum', 'Donde viven los monstruos']","NULL","tt1438173"
"Lincoln Lewis","1987","['Reparto', 'Reparto']","['Mañana, cuando la guerra empiece', 'Home and Away', 'After Earth']","NULL","tt1438173"
"Franz Rogowski","1986","['Reparto', 'Banda sonora', 'Reparto']","['En tránsito', 'Passages', 'Vida oculta']","['Berlin International Film Festival 2018 Ganador EFP Shooting Star Germany.', 'Sitges - Catalonian International Film Festival 2021 Ganador Best Actor Secció Oficial Fantàstic Luzifer', 'David di Donatello Awards 2022 Nominado David Best Actor (Migliore Attore Protagonista) Freaks Out', 'European Film Awards 2021 Nominado European Film Award European Actor Great Freedom (Gran libertad)', 'Florida Film Critics Circle Awards 2023 Ganador FFCC Award Best Actor Passages 2019 Nominado FFCC Award Best Actor En tránsito']","tt16252698"
"Ben Whishaw","1980","['Reparto', 'Producción', 'Música']","['Skyfall', 'Langosta', 'El perfume: Historia de un asesino']","['Bambi Awards 2006 Ganador Bambi Film - National El perfume: Historia de un asesino Compartido con: Bernd Eichinger · Tom Tykwer', 'Boston Society of Film Critics Awards 2022 Ganador BSFC Award Best Ensemble Cast Ellas hablan Compartido con: Sarah Polley · Claire Foy · Rooney Mara · Jessie Buckley · Frances McDormand · Judith Ivey · · · · · · · ·', 'BAFTA Awards 2023 Ganador BAFTA TV Award Leading Actor Esto te va a doler 2019 Ganador BAFTA TV Award Best Supporting Actor Un escándalo muy inglés 2016 Nominado BAFTA TV Award Best Leading Actor London Spy 2013 Ganador BAFTA TV Award Best Leading Actor La corona vacía For episode ""Richard II"" 2009 Nominado BAFTA TV Award Best Actor Presunto culpable 1 más', 'British Independent Film Awards 2015 Nominado British Independent Film Award Best Supporting Actor Langosta 2001 Ganador British Independent Film Award Most Promising Newcomer My Brother Tom', 'Critics Choice Awards 2023 Nominado Critics Choice Award Best Actor in a Limited Series or Movie Made for Television Esto te va a doler 2019 Ganador Critics Choice Award Best Supporting Actor in a Movie or Limited Series Un escándalo muy inglés']","tt16252698"
"Adèle Exarchopoulos","1993","['Reparto', 'Banda sonora', 'Reparto']","['La vida de Adèle', 'Huérfana', 'Éperdument']","['Critics Choice Awards 2014 Ganador Critics Choice Award Best Young Actor/Actress La vida de Adèle', ""Cannes Film Festival 2014 Ganador Chopard Trophy Female Revelation 2013 Ganador Palme d'Or La vida de Adèle For the first time ever the prize was also officially awarded to two of the actors. Compartido con: Abdellatif Kechiche · Léa Seydoux"", 'César Awards, France 2024 Ganador César Best Supporting Actress (Meilleure actrice dans un second rôle) Las dos caras de la justicia 2023 Nominado César Best Actress (Meilleure actrice) Generación Low Cost 2022 Nominado César Best Supporting Actress (Meilleure actrice dans un second rôle) Mandíbulas 2014 Ganador César Most Promising Actress (Meilleur espoir féminin) La vida de Adèle', 'Chicago Film Critics Association Awards 2013 Nominado CFCA Award Best Actress La vida de Adèle 2013 Ganador CFCA Award Most Promising Performer La vida de Adèle', 'Satellite Awards 2014 Nominado Satellite Award Best Actress in a Motion Picture La vida de Adèle']","tt16252698"
"Erwan Kepoa Falé","NULL","['Reparto', 'Banda sonora', 'Reparto']","['Passages', 'Eat the Night', 'Dialogando con la vida']","NULL","tt16252698"
"Arcadi Radeff","NULL","['Reparto', 'Reparto']","['Les indociles', 'Délits mineurs', 'Passages']","NULL","tt16252698"
"Léa Boublil","NULL","['Dirección de la segunda unidad o asistencia a dirección', 'Casting', 'Equipos adicionales']","['Passages', 'Buscando a Pauline', 'Robuste']","NULL","tt16252698"
"Théo Cholbi","NULL","['Reparto', 'Reparto']","['Así en la tierra como en el infierno', 'Le choix de Cheyenne', 'Passages']","NULL","tt16252698"
"William Nadylam","NULL","['Reparto', 'Producción', 'Equipos adicionales']","['Animales fantásticos: Los secretos de Dumbledore', 'Animales fantásticos: Los crímenes de Grindelwald', 'Cuestión de sangre']","NULL","tt16252698"
"Tony Daoud","NULL","['Reparto', 'Reparto']","['Passages']","NULL","tt16252698"
"Owen Benjamin","1980","['Reparto', 'Guion', 'Producción']","['The House Bunny', 'Gaytown', 'Jack y su gemela']","NULL","tt10346304"
"Jareb Dauplaise","1979","['Reparto', 'Guion', 'Producción']","['Transformers: La venganza de los caídos', 'Epic Movie', 'No tan duro de pelar']","NULL","tt10346304"
"Pablo Hernandez","NULL","['Reparto', 'Reparto']","['Handjob Cabin']","NULL","tt10346304"
"Jackson Kendall","NULL","['Reparto', 'Producción', 'Guion']","['Titus Andronicus', 'Catchphrase: The Rise and Fall of Flip Flop Collins', 'Irritable Heart']","NULL","tt10346304"
"Nicole Alexandra Shipley","NULL","['Reparto', 'Producción', 'Equipos adicionales']","['El juicio de los 7 de Chicago', 'Fairyland', 'La corresponsal']","NULL","tt10346304"
"Jason Durgana","NULL","['Dirección', 'Reparto', 'Guion']","NULL","['Reale Film Festival 2023 Ganador October Award Best Film My Best Life', 'Kalakari Film Fest 2023 Ganador Best Actor Best Actor My Best Life 2022 Ganador Certificate of Achievement Best Documentary The Show Must Go On', 'Cyrus International Film Festival of Toronto 2022 Ganador Jury Prize Best International Documentary The Show Must Go On', 'Aasha International film Festival 2023 Ganador Jury Prize Best Feature Film My Best Life', 'Toronto Independent Festival of CIFT 2021 Ganador June Award Best Canadian Documentary The Show Must Go On']","tt16913084"
"Reese Therrien","NULL","['Reparto', 'Reparto']","['Case #111-878', 'Bighorn']","NULL","tt16913084"
"Connor Bingham","NULL","['Reparto', 'Reparto']","['Cyber Underground', 'Case #111-878', 'Sunset People']","NULL","tt16913084"
"Joseph Rajanayagam","NULL","['Reparto', 'Equipos adicionales', 'Reparto']","['Case #111-878', 'My Best Life']","NULL","tt16913084"
"Peter Hodgins","NULL","['Reparto', 'Dirección de fotografía y cámara', 'Dirección']","['Nursery Rhyme of a Madman', 'Animal Appetites', 'Clutch']","['International Academy of Web Television Awards 2014 Nominado IAWTV Award Best Ensemble Performance Clutch Compartido con: Matthew Carvery · Jillian Clare · Alexandra Elle · Katherine Fogler · Katya Gardner · Tom Konkle ·', 'Global Film Festival Awards 2019 Ganador Global Film Festival Award Best Ensemble Cast Nursery Rhyme of a Madman Compartido con: Pola Stankovic · Christoper James Rika · Kieth Fernandes · Tim Kachurov · Catherine Glen · Carmen Piovesan ·', 'Independent Shorts Awards 2022 Ganador June Award Best Acting Ensemble (Gold) Animal Appetites Compartido con: Laura Denmar · Heidi Michelle Thomas', 'South Europe International Film Festival 2020 Nominado Fusion Award Best Feature Comedy Nursery Rhyme of a Madman Compartido con: Christoper James Rika · Tim Kachurov · Kieth Fernandes · Anastasiya Mykhaylova · Carmen Piovesan · · · ·', 'European International Film Festival 2020 Nominado Best Film Best Feature Film Nursery Rhyme of a Madman Compartido con: John Holosko · Tim Kachurov · Christoper James Rika · Pola Stankovic · Kieth Fernandes · Nikolai Terentiev · · · · · · · · · · ·']","tt16913084"
"Kerron Catnot","NULL","['Reparto', 'Reparto']","['Case #111-878']","NULL","tt16913084"
"Joseph Oakley","NULL","['Reparto', 'Diseño de vestuario', 'Reparto']","['Case #111-878']","NULL","tt16913084"
